,index,H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
1263,47717,D,2024-08-22,16,16255,LD.CANDLE  13.2,30.0,21.9,0.0,0.3,22.2
1264,47802,D,2024-08-22,17,16255,LD.CANDLE  13.2,32.0,30.88,0.0,0.54,31.42
1265,47892,D,2024-08-22,18,16255,LD.CANDLE  13.2,34.0,34.04,0.0,0.77,34.81
1266,47984,D,2024-08-22,19,16255,LD.CANDLE  13.2,36.0,40.64,0.0,1.06,41.7
1267,48076,D,2024-08-22,20,16255,LD.CANDLE  13.2,35.0,41.91,0.0,1.13,43.04
1268,48169,D,2024-08-22,21,16255,LD.CANDLE  13.2,35.0,39.16,0.0,1.05,40.21
1269,48261,D,2024-08-22,22,16255,LD.CANDLE  13.2,34.0,33.11,0.0,0.86,33.97
1270,48354,D,2024-08-22,23,16255,LD.CANDLE  13.2,31.0,23.05,0.0,0.56,23.61
1271,48447,D,2024-08-22,24,16255,LD.CANDLE  13.2,29.0,22.96,0.0,0.51,23.47
1272,48540,D,2024-08-23,1,16255,LD.CANDLE  13.2,25.0,21.99,0.0,0.47,22.46
1273,48633,D,2024-08-23,2,16255,LD.CANDLE  13.2,24.0,21.02,0.0,0.44,21.46
1274,48726,D,2024-08-23,3,16255,LD.CANDLE  13.2,23.0,20.61,0.0,0.45,21.06
1275,48819,D,2024-08-23,4,16255,LD.CANDLE  13.2,22.0,20.58,0.0,0.44,21.02
1276,48912,D,2024-08-23,5,16255,LD.CANDLE  13.2,22.0,20.55,0.0,0.44,20.99
1277,49005,D,2024-08-23,6,16255,LD.CANDLE  13.2,21.0,20.7,0.0,0.46,21.16
1278,49098,D,2024-08-23,7,16255,LD.CANDLE  13.2,22.0,21.16,0.0,0.51,21.67
1279,49190,D,2024-08-23,8,16255,LD.CANDLE  13.2,25.0,22.13,0.0,0.56,22.69
1280,49281,D,2024-08-23,9,16255,LD.CANDLE  13.2,28.0,22.08,0.0,0.52,22.6
1281,49366,D,2024-08-23,10,16255,LD.CANDLE  13.2,31.0,22.72,0.0,0.46,23.18
1282,49448,D,2024-08-23,11,16255,LD.CANDLE  13.2,32.0,22.53,0.0,0.4,22.93
1283,49529,D,2024-08-23,12,16255,LD.CANDLE  13.2,33.0,22.04,0.0,0.36,22.4
1284,49609,D,2024-08-23,13,16255,LD.CANDLE  13.2,34.0,24.51,0.0,0.38,24.89
1285,49692,D,2024-08-23,14,16255,LD.CANDLE  13.2,34.0,41.84,0.0,0.73,42.57
1286,49776,D,2024-08-23,15,16255,LD.CANDLE  13.2,35.0,26.74,0.0,0.47,27.21
1287,49860,D,2024-08-23,16,16255,LD.CANDLE  13.2,36.0,21.28,0.0,0.38,21.66
1288,49945,D,2024-08-23,17,16255,LD.CANDLE  13.2,37.0,24.1,0.0,0.51,24.61
1289,50036,D,2024-08-23,18,16255,LD.CANDLE  13.2,40.0,28.59,0.0,0.66,29.25
1290,50129,D,2024-08-23,19,16255,LD.CANDLE  13.2,40.0,39.25,0.0,0.93,40.18
1291,50221,D,2024-08-23,20,16255,LD.CANDLE  13.2,41.0,39.62,0.0,0.96,40.58
1292,50313,D,2024-08-23,21,16255,LD.CANDLE  13.2,40.0,34.63,0.0,0.86,35.49
1293,50405,D,2024-08-23,22,16255,LD.CANDLE  13.2,36.0,23.84,0.0,0.58,24.42
1294,50498,D,2024-08-23,23,16255,LD.CANDLE  13.2,34.0,21.64,0.0,0.5,22.14
1295,50591,D,2024-08-23,24,16255,LD.CANDLE  13.2,30.0,21.41,0.0,0.47,21.88
1296,50684,D,2024-08-24,1,16255,LD.CANDLE  13.2,27.0,23.01,0.0,0.44,23.45
1297,50776,D,2024-08-24,2,16255,LD.CANDLE  13.2,25.0,21.98,0.0,0.38,22.36
1298,50868,D,2024-08-24,3,16255,LD.CANDLE  13.2,24.0,22.88,0.0,0.4,23.28
1299,50960,D,2024-08-24,4,16255,LD.CANDLE  13.2,23.0,22.03,0.0,0.38,22.41
1300,51053,D,2024-08-24,5,16255,LD.CANDLE  13.2,22.0,21.99,0.0,0.39,22.38
1301,51146,D,2024-08-24,6,16255,LD.CANDLE  13.2,22.0,22.22,0.0,0.44,22.66
1302,51239,D,2024-08-24,7,16255,LD.CANDLE  13.2,22.0,21.59,0.0,0.44,22.03
1303,51331,D,2024-08-24,8,16255,LD.CANDLE  13.2,24.0,22.06,0.0,0.47,22.53
1304,51423,D,2024-08-24,9,16255,LD.CANDLE  13.2,28.0,21.01,0.0,0.44,21.45
1305,51507,D,2024-08-24,10,16255,LD.CANDLE  13.2,32.0,20.79,0.0,0.41,21.2
1306,51588,D,2024-08-24,11,16255,LD.CANDLE  13.2,33.0,21.56,0.0,0.39,21.95
1307,51669,D,2024-08-24,12,16255,LD.CANDLE  13.2,34.0,21.72,0.0,0.36,22.08
1308,51751,D,2024-08-24,13,16255,LD.CANDLE  13.2,35.0,21.45,0.0,0.31,21.76
1309,51834,D,2024-08-24,14,16255,LD.CANDLE  13.2,36.0,21.81,0.0,0.31,22.12
1310,51918,D,2024-08-24,15,16255,LD.CANDLE  13.2,37.0,21.03,0.0,0.32,21.35
1311,52002,D,2024-08-24,16,16255,LD.CANDLE  13.2,38.0,21.45,0.0,0.33,21.78
1312,52090,D,2024-08-24,17,16255,LD.CANDLE  13.2,39.0,31.89,0.0,0.6,32.49
1313,52181,D,2024-08-24,18,16255,LD.CANDLE  13.2,42.0,65.23,0.0,1.44,66.67
1314,52274,D,2024-08-24,19,16255,LD.CANDLE  13.2,43.0,49.39,0.0,1.19,50.58
1315,52366,D,2024-08-24,20,16255,LD.CANDLE  13.2,41.0,35.04,0.0,0.88,35.92
1316,52459,D,2024-08-24,21,16255,LD.CANDLE  13.2,39.0,44.96,0.0,1.13,46.09
1317,52552,D,2024-08-24,22,16255,LD.CANDLE  13.2,37.0,38.98,0.0,0.9,39.88
1318,52645,D,2024-08-24,23,16255,LD.CANDLE  13.2,34.0,31.8,0.0,0.7,32.5
1319,52738,D,2024-08-24,24,16255,LD.CANDLE  13.2,31.0,26.83,0.0,0.59,27.42
1320,52831,D,2024-08-25,1,16255,LD.CANDLE  13.2,28.0,30.2,0.0,0.59,30.79
1321,52924,D,2024-08-25,2,16255,LD.CANDLE  13.2,26.0,25.22,0.0,0.44,25.66
1322,53017,D,2024-08-25,3,16255,LD.CANDLE  13.2,25.0,26.16,0.0,0.42,26.58
1323,53109,D,2024-08-25,4,16255,LD.CANDLE  13.2,24.0,24.01,0.0,0.36,24.37
1324,53200,D,2024-08-25,5,16255,LD.CANDLE  13.2,24.0,23.33,0.0,0.34,23.67
1325,53291,D,2024-08-25,6,16255,LD.CANDLE  13.2,23.0,23.04,0.0,0.33,23.37
1326,53384,D,2024-08-25,7,16255,LD.CANDLE  13.2,23.0,22.15,0.0,0.32,22.47
1327,53476,D,2024-08-25,8,16255,LD.CANDLE  13.2,25.0,22.04,0.0,0.32,22.36
1328,53565,D,2024-08-25,9,16255,LD.CANDLE  13.2,29.0,21.42,0.0,0.31,21.73
1329,53649,D,2024-08-25,10,16255,LD.CANDLE  13.2,32.0,22.56,0.0,0.31,22.87
1330,53731,D,2024-08-25,11,16255,LD.CANDLE  13.2,34.0,25.68,0.0,0.34,26.02
1331,53812,D,2024-08-25,12,16255,LD.CANDLE  13.2,35.0,28.65,0.0,0.43,29.08
1332,53895,D,2024-08-25,13,16255,LD.CANDLE  13.2,36.0,38.68,0.0,0.62,39.3
1333,53983,D,2024-08-25,14,16255,LD.CANDLE  13.2,37.0,40.98,0.0,0.69,41.67
1334,54070,D,2024-08-25,15,16255,LD.CANDLE  13.2,37.0,43.09,0.0,0.71,43.8
1335,54158,D,2024-08-25,16,16255,LD.CANDLE  13.2,38.0,45.23,0.0,0.51,45.74
1336,54247,D,2024-08-25,17,16255,LD.CANDLE  13.2,39.0,36.68,0.0,0.34,37.02
1337,54338,D,2024-08-25,18,16255,LD.CANDLE  13.2,42.0,46.28,0.0,0.52,46.8
1338,54430,D,2024-08-25,19,16255,LD.CANDLE  13.2,43.0,47.44,0.0,0.67,48.11
1339,54522,D,2024-08-25,20,16255,LD.CANDLE  13.2,41.0,62.81,0.0,0.84,63.65
1340,54614,D,2024-08-25,21,16255,LD.CANDLE  13.2,40.0,49.92,0.0,0.61,50.53
1341,54706,D,2024-08-25,22,16255,LD.CANDLE  13.2,37.0,44.02,0.0,0.56,44.58
1342,54799,D,2024-08-25,23,16255,LD.CANDLE  13.2,35.0,49.38,0.0,0.62,50.0
1343,54891,D,2024-08-25,24,16255,LD.CANDLE  13.2,31.0,46.93,0.0,0.75,47.68
1344,54983,D,2024-08-26,1,16255,LD.CANDLE  13.2,28.0,28.71,0.0,0.54,29.25
1345,55076,D,2024-08-26,2,16255,LD.CANDLE  13.2,27.0,26.18,0.01,0.42,26.61
1346,55169,D,2024-08-26,3,16255,LD.CANDLE  13.2,26.0,26.06,0.04,0.36,26.46
1347,55262,D,2024-08-26,4,16255,LD.CANDLE  13.2,25.0,26.67,0.04,0.35,27.06
1348,55354,D,2024-08-26,5,16255,LD.CANDLE  13.2,25.0,26.28,0.04,0.36,26.68
1349,55446,D,2024-08-26,6,16255,LD.CANDLE  13.2,24.0,25.61,0.03,0.34,25.98
1350,55539,D,2024-08-26,7,16255,LD.CANDLE  13.2,25.0,25.45,0.01,0.32,25.78
1351,55631,D,2024-08-26,8,16255,LD.CANDLE  13.2,27.0,25.84,0.0,0.21,26.05
1352,55724,D,2024-08-26,9,16255,LD.CANDLE  13.2,30.0,26.32,0.0,0.1,26.42
1353,55813,D,2024-08-26,10,16255,LD.CANDLE  13.2,32.0,25.63,0.0,0.07,25.7
1354,55899,D,2024-08-26,11,16255,LD.CANDLE  13.2,34.0,26.11,0.0,0.07,26.18
1355,55985,D,2024-08-26,12,16255,LD.CANDLE  13.2,36.0,28.6,0.0,0.14,28.74
1356,56072,D,2024-08-26,13,16255,LD.CANDLE  13.2,37.0,34.15,0.0,0.13,34.28
1357,56158,D,2024-08-26,14,16255,LD.CANDLE  13.2,36.0,44.54,0.0,0.02,44.56
1358,56250,D,2024-08-26,15,16255,LD.CANDLE  13.2,38.0,47.79,0.0,0.17,47.96
1359,56341,D,2024-08-26,16,16255,LD.CANDLE  13.2,37.0,45.61,0.0,0.18,45.79
1360,56434,D,2024-08-26,17,16255,LD.CANDLE  13.2,36.0,34.52,0.0,0.07,34.59
1361,56526,D,2024-08-26,18,16255,LD.CANDLE  13.2,34.0,32.03,0.0,0.07,32.1
1362,56619,D,2024-08-26,19,16255,LD.CANDLE  13.2,34.0,33.11,0.0,0.04,33.15
1363,56711,D,2024-08-26,20,16255,LD.CANDLE  13.2,34.0,39.68,0.0,0.03,39.71
1364,56804,D,2024-08-26,21,16255,LD.CANDLE  13.2,34.0,42.66,0.0,-0.03,42.63
1365,56897,D,2024-08-26,22,16255,LD.CANDLE  13.2,32.0,32.99,0.0,-0.03,32.96
1366,56990,D,2024-08-26,23,16255,LD.CANDLE  13.2,29.0,30.65,0.0,0.1,30.75
1367,57083,D,2024-08-26,24,16255,LD.CANDLE  13.2,26.0,28.64,0.0,0.23,28.87
1368,57176,D,2024-08-27,1,16255,LD.CANDLE  13.2,23.0,25.68,0.02,0.29,25.99
1369,57269,D,2024-08-27,2,16255,LD.CANDLE  13.2,22.0,36.4,0.11,0.42,36.93
1370,57362,D,2024-08-27,3,16255,LD.CANDLE  13.2,23.0,28.7,0.05,0.3,29.05
1371,57455,D,2024-08-27,4,16255,LD.CANDLE  13.2,22.0,26.22,0.03,0.29,26.54
1372,57548,D,2024-08-27,5,16255,LD.CANDLE  13.2,22.0,26.67,0.04,0.29,27.0
1373,57641,D,2024-08-27,6,16255,LD.CANDLE  13.2,21.0,28.51,0.05,0.31,28.87
1374,57734,D,2024-08-27,7,16255,LD.CANDLE  13.2,22.0,30.25,0.05,0.34,30.64
1375,57826,D,2024-08-27,8,16255,LD.CANDLE  13.2,24.0,27.02,0.03,0.31,27.36
1376,57917,D,2024-08-27,9,16255,LD.CANDLE  13.2,27.0,25.3,0.02,0.27,25.59
1377,58004,D,2024-08-27,10,16255,LD.CANDLE  13.2,29.0,23.99,0.0,0.21,24.2
1378,58089,D,2024-08-27,11,16255,LD.CANDLE  13.2,30.0,23.88,0.0,0.19,24.07
1379,58172,D,2024-08-27,12,16255,LD.CANDLE  13.2,31.0,23.41,0.0,0.19,23.6
1380,58255,D,2024-08-27,13,16255,LD.CANDLE  13.2,33.0,24.18,0.0,0.16,24.34
1381,58340,D,2024-08-27,14,16255,LD.CANDLE  13.2,33.0,25.84,0.0,0.07,25.91
1382,58425,D,2024-08-27,15,16255,LD.CANDLE  13.2,34.0,29.34,0.0,0.01,29.35
1383,58512,D,2024-08-27,16,16255,LD.CANDLE  13.2,36.0,39.38,0.0,0.08,39.46
1384,58602,D,2024-08-27,17,16255,LD.CANDLE  13.2,38.0,32.93,0.0,0.11,33.04
1385,58694,D,2024-08-27,18,16255,LD.CANDLE  13.2,39.0,52.42,0.0,0.32,52.74
1386,58788,D,2024-08-27,19,16255,LD.CANDLE  13.2,40.0,74.34,0.0,0.71,75.05
1387,58881,D,2024-08-27,20,16255,LD.CANDLE  13.2,39.0,38.46,0.0,0.43,38.89
1388,58973,D,2024-08-27,21,16255,LD.CANDLE  13.2,39.0,34.68,0.0,0.31,34.99
1389,59067,D,2024-08-27,22,16255,LD.CANDLE  13.2,37.0,30.7,0.0,0.29,30.99
1390,59161,D,2024-08-27,23,16255,LD.CANDLE  13.2,33.0,27.43,0.0,0.34,27.77
1391,59254,D,2024-08-27,24,16255,LD.CANDLE  13.2,30.0,24.58,0.0,0.39,24.97
1392,59348,D,2024-08-28,1,16255,LD.CANDLE  13.2,27.0,26.39,0.0,0.44,26.83
1393,59442,D,2024-08-28,2,16255,LD.CANDLE  13.2,26.0,26.51,0.0,0.4,26.91
1394,59536,D,2024-08-28,3,16255,LD.CANDLE  13.2,25.0,25.45,0.0,0.34,25.79
1395,59630,D,2024-08-28,4,16255,LD.CANDLE  13.2,25.0,23.73,0.0,0.31,24.04
1396,59724,D,2024-08-28,5,16255,LD.CANDLE  13.2,24.0,23.8,0.0,0.32,24.12
1397,59818,D,2024-08-28,6,16255,LD.CANDLE  13.2,24.0,24.26,0.0,0.35,24.61
1398,59912,D,2024-08-28,7,16255,LD.CANDLE  13.2,24.0,26.39,0.01,0.43,26.83
1399,60006,D,2024-08-28,8,16255,LD.CANDLE  13.2,27.0,26.07,0.0,0.42,26.49
1400,60100,D,2024-08-28,9,16255,LD.CANDLE  13.2,30.0,25.6,0.0,0.39,25.99
1401,60194,D,2024-08-28,10,16255,LD.CANDLE  13.2,33.0,29.18,0.0,0.35,29.53
1402,60283,D,2024-08-28,11,16255,LD.CANDLE  13.2,31.0,29.85,0.0,0.11,29.96
1403,60368,D,2024-08-28,12,16255,LD.CANDLE  13.2,36.0,29.77,0.0,0.1,29.87
1404,60455,D,2024-08-28,13,16255,LD.CANDLE  13.2,36.0,50.35,0.01,0.14,50.5
1405,60544,D,2024-08-28,14,16255,LD.CANDLE  13.2,38.0,30.87,0.0,0.2,31.07
1406,60636,D,2024-08-28,15,16255,LD.CANDLE  13.2,39.0,32.83,0.0,0.22,33.05
1407,60728,D,2024-08-28,16,16255,LD.CANDLE  13.2,38.0,29.77,0.0,0.37,30.14
1408,60822,D,2024-08-28,17,16255,LD.CANDLE  13.2,41.0,36.09,0.01,0.53,36.63
1409,60915,D,2024-08-28,18,16255,LD.CANDLE  13.2,43.0,119.83,0.01,2.18,122.02
1410,61008,D,2024-08-28,19,16255,LD.CANDLE  13.2,44.0,95.41,0.0,1.95,97.36
1411,61101,D,2024-08-28,20,16255,LD.CANDLE  13.2,42.0,49.55,0.0,1.06,50.61
1412,61194,D,2024-08-28,21,16255,LD.CANDLE  13.2,42.0,43.52,0.0,0.9,44.42
1413,61288,D,2024-08-28,22,16255,LD.CANDLE  13.2,40.0,38.57,0.0,0.51,39.08
1414,61382,D,2024-08-28,23,16255,LD.CANDLE  13.2,37.0,26.9,0.0,0.4,27.3
1415,61476,D,2024-08-28,24,16255,LD.CANDLE  13.2,35.0,25.93,0.0,0.46,26.39
1416,61570,D,2024-08-29,1,16255,LD.CANDLE  13.2,32.0,52.83,0.16,1.07,54.06
1417,61664,D,2024-08-29,2,16255,LD.CANDLE  13.2,29.0,43.75,0.05,0.91,44.71
1418,61758,D,2024-08-29,3,16255,LD.CANDLE  13.2,27.0,32.54,0.01,0.68,33.23
1419,61852,D,2024-08-29,4,16255,LD.CANDLE  13.2,27.0,30.97,0.0,0.65,31.62
1420,61946,D,2024-08-29,5,16255,LD.CANDLE  13.2,26.0,44.41,0.31,0.93,45.65
1421,62040,D,2024-08-29,6,16255,LD.CANDLE  13.2,25.0,58.25,0.23,1.14,59.62
1422,62134,D,2024-08-29,7,16255,LD.CANDLE  13.2,25.0,42.87,0.1,0.86,43.83
1423,62228,D,2024-08-29,8,16255,LD.CANDLE  13.2,28.0,53.01,0.23,1.13,54.37
1424,62321,D,2024-08-29,9,16255,LD.CANDLE  13.2,29.0,39.08,0.06,0.81,39.95
1425,62411,D,2024-08-29,10,16255,LD.CANDLE  13.2,30.0,51.16,0.15,0.91,52.22
1426,62500,D,2024-08-29,11,16255,LD.CANDLE  13.2,30.0,37.37,0.06,0.67,38.1
1427,62586,D,2024-08-29,12,16255,LD.CANDLE  13.2,30.0,40.38,0.1,0.69,41.17
1428,62670,D,2024-08-29,13,16255,LD.CANDLE  13.2,29.0,40.55,0.08,0.64,41.27
1429,62754,D,2024-08-29,14,16255,LD.CANDLE  13.2,29.0,67.73,0.01,1.04,68.78
1430,62837,D,2024-08-29,15,16255,LD.CANDLE  13.2,30.0,35.61,0.0,0.52,36.13
1431,62922,D,2024-08-29,16,16255,LD.CANDLE  13.2,31.0,27.46,0.0,0.43,27.89
1432,63010,D,2024-08-29,17,16255,LD.CANDLE  13.2,32.0,41.24,0.0,0.74,41.98
1433,63101,D,2024-08-29,18,16255,LD.CANDLE  13.2,33.0,45.13,0.0,0.99,46.12
1434,63192,D,2024-08-29,19,16255,LD.CANDLE  13.2,35.0,50.49,0.04,1.28,51.81
1435,63284,D,2024-08-29,20,16255,LD.CANDLE  13.2,34.0,54.31,0.2,1.35,55.86
1436,63377,D,2024-08-29,21,16255,LD.CANDLE  13.2,34.0,52.23,0.18,1.25,53.66
1437,63470,D,2024-08-29,22,16255,LD.CANDLE  13.2,32.0,55.86,0.39,1.32,57.57
1438,63563,D,2024-08-29,23,16255,LD.CANDLE  13.2,29.0,43.58,0.41,0.97,44.96
1439,63656,D,2024-08-29,24,16255,LD.CANDLE  13.2,26.0,49.2,0.56,1.08,50.84
1440,63749,D,2024-08-30,1,16255,LD.CANDLE  13.2,23.0,32.48,0.22,0.73,33.43
1441,63842,D,2024-08-30,2,16255,LD.CANDLE  13.2,22.0,31.51,0.21,0.62,32.34
1442,63935,D,2024-08-30,3,16255,LD.CANDLE  13.2,22.0,28.7,0.16,0.57,29.43
1443,64028,D,2024-08-30,4,16255,LD.CANDLE  13.2,21.0,29.17,0.16,0.58,29.91
1444,64121,D,2024-08-30,5,16255,LD.CANDLE  13.2,21.0,24.68,0.08,0.49,25.25
1445,64214,D,2024-08-30,6,16255,LD.CANDLE  13.2,20.0,42.82,0.4,0.88,44.1
1446,64307,D,2024-08-30,7,16255,LD.CANDLE  13.2,21.0,29.98,0.17,0.64,30.79
1447,64399,D,2024-08-30,8,16255,LD.CANDLE  13.2,23.0,32.93,0.23,0.79,33.95
1448,64490,D,2024-08-30,9,16255,LD.CANDLE  13.2,25.0,24.15,0.07,0.55,24.77
1449,64575,D,2024-08-30,10,16255,LD.CANDLE  13.2,26.0,23.9,0.07,0.47,24.44
1450,64657,D,2024-08-30,11,16255,LD.CANDLE  13.2,27.0,22.37,0.05,0.36,22.78
1451,64738,D,2024-08-30,12,16255,LD.CANDLE  13.2,28.0,22.71,0.06,0.32,23.09
1452,64819,D,2024-08-30,13,16255,LD.CANDLE  13.2,28.0,25.96,0.14,0.36,26.46
1453,64901,D,2024-08-30,14,16255,LD.CANDLE  13.2,28.0,24.08,0.09,0.35,24.52
1454,64986,D,2024-08-30,15,16255,LD.CANDLE  13.2,29.0,25.01,0.11,0.4,25.52
1455,65070,D,2024-08-30,16,16255,LD.CANDLE  13.2,30.0,24.85,0.11,0.43,25.39
1456,65154,D,2024-08-30,17,16255,LD.CANDLE  13.2,32.0,38.95,0.19,0.78,39.92
1457,65245,D,2024-08-30,18,16255,LD.CANDLE  13.2,34.0,52.19,0.13,1.32,53.64
1458,65337,D,2024-08-30,19,16255,LD.CANDLE  13.2,35.0,51.39,0.17,1.49,53.05
1459,65429,D,2024-08-30,20,16255,LD.CANDLE  13.2,35.0,52.83,0.2,1.57,54.6
1460,65522,D,2024-08-30,21,16255,LD.CANDLE  13.2,34.0,38.08,0.12,1.15,39.35
1461,65615,D,2024-08-30,22,16255,LD.CANDLE  13.2,32.0,29.07,0.01,0.84,29.92
1462,65708,D,2024-08-30,23,16255,LD.CANDLE  13.2,30.0,31.27,0.05,0.81,32.13
1463,65801,D,2024-08-30,24,16255,LD.CANDLE  13.2,28.0,25.56,0.03,0.61,26.2
1464,65894,D,2024-08-31,1,16255,LD.CANDLE  13.2,25.0,21.95,0.01,0.5,22.46
1465,65987,D,2024-08-31,2,16255,LD.CANDLE  13.2,24.0,21.42,0.0,0.47,21.89
1466,66080,D,2024-08-31,3,16255,LD.CANDLE  13.2,23.0,23.86,0.02,0.49,24.37
1467,66173,D,2024-08-31,4,16255,LD.CANDLE  13.2,22.0,22.84,0.01,0.44,23.29
1468,66266,D,2024-08-31,5,16255,LD.CANDLE  13.2,22.0,23.57,0.01,0.45,24.03
1469,66359,D,2024-08-31,6,16255,LD.CANDLE  13.2,21.0,20.69,0.0,0.41,21.1
1470,66452,D,2024-08-31,7,16255,LD.CANDLE  13.2,22.0,20.91,0.0,0.43,21.34
1471,66544,D,2024-08-31,8,16255,LD.CANDLE  13.2,24.0,21.34,0.0,0.45,21.79
1472,66635,D,2024-08-31,9,16255,LD.CANDLE  13.2,26.0,21.66,0.0,0.44,22.1
1473,66724,D,2024-08-31,10,16255,LD.CANDLE  13.2,29.0,20.68,0.0,0.38,21.06
1474,66810,D,2024-08-31,11,16255,LD.CANDLE  13.2,31.0,20.71,0.0,0.32,21.03
1475,66894,D,2024-08-31,12,16255,LD.CANDLE  13.2,32.0,20.73,0.0,0.28,21.01
1476,66977,D,2024-08-31,13,16255,LD.CANDLE  13.2,33.0,21.45,0.0,0.29,21.74
1477,67060,D,2024-08-31,14,16255,LD.CANDLE  13.2,34.0,22.26,0.0,0.32,22.58
1478,67145,D,2024-08-31,15,16255,LD.CANDLE  13.2,35.0,30.4,0.0,0.46,30.86
1479,67231,D,2024-08-31,16,16255,LD.CANDLE  13.2,36.0,28.78,0.0,0.46,29.24
1480,67320,D,2024-08-31,17,16255,LD.CANDLE  13.2,38.0,32.23,0.0,0.61,32.84
1481,67411,D,2024-08-31,18,16255,LD.CANDLE  13.2,40.0,35.54,0.0,0.81,36.35
1482,67503,D,2024-08-31,19,16255,LD.CANDLE  13.2,41.0,38.31,0.0,0.93,39.24
1483,67596,D,2024-08-31,20,16255,LD.CANDLE  13.2,39.0,37.75,0.0,0.92,38.67
1484,67689,D,2024-08-31,21,16255,LD.CANDLE  13.2,38.0,31.37,0.0,0.76,32.13
1485,67782,D,2024-08-31,22,16255,LD.CANDLE  13.2,36.0,27.03,0.0,0.61,27.64
1486,67875,D,2024-08-31,23,16255,LD.CANDLE  13.2,35.0,23.88,0.0,0.5,24.38
1487,67968,D,2024-08-31,24,16255,LD.CANDLE  13.2,32.0,24.78,0.0,0.53,25.31
